idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      2772755      1486532           32 mlx5_comp0
  2 529            0      3033131      1513720           33 mlx5_comp1
  3 530            0      3036606      1568959           34 mlx5_comp2
  4 531            0      3073905      1533588           35 mlx5_comp3
  5 532            0      2941148      1542173           36 mlx5_comp4
  6 533            0      3135030      1496040           37 mlx5_comp5
  7 534            0      2995923      1413985           38 mlx5_comp6
  8 535            0      3087333      1469287           39 mlx5_comp7
total            127     24075831     12024284
