idx irq        fired       rxpkts       txpkts         cpus name
  0 327          156            0            0         0-31 mlx5_async0
  1 328          337      1433342       721866           32 mlx5_comp0
  2 529          326      1487030       752586           33 mlx5_comp1
  3 530          361      1517178       737215           34 mlx5_comp2
  4 531          294      1612274       782577           35 mlx5_comp3
  5 532          349      1512495       756363           36 mlx5_comp4
  6 533          353      1445051       744568           37 mlx5_comp5
  7 534          408      1544615       759450           38 mlx5_comp6
  8 535          341      1538958       770710           39 mlx5_comp7
total           2925     12090943      6025335
