idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      2927513      1473303           32 mlx5_comp0
  2 539            0      2954761      1531379           33 mlx5_comp1
  3 540            0      3209885      1537888           34 mlx5_comp2
  4 541            0      2954360      1449056           35 mlx5_comp3
  5 542            0      2904802      1455792           36 mlx5_comp4
  6 543            0      3015710      1600062           37 mlx5_comp5
  7 544            0      3071840      1478169           38 mlx5_comp6
  8 545            0      3083580      1505316           39 mlx5_comp7
total            127     24122451     12030965
