idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7512320      3720070           32 mlx5_comp0
  2 539            0      7166769      3753212           33 mlx5_comp1
  3 540            0      7985462      3844689           34 mlx5_comp2
  4 541            0      7684725      3832074           35 mlx5_comp3
  5 542            0      7665729      3659100           36 mlx5_comp4
  6 543            0      7439496      3990742           37 mlx5_comp5
  7 544            0      7320128      3581967           38 mlx5_comp6
  8 545            0      7324862      3661960           39 mlx5_comp7
total            127     60099491     30043814
