idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9656277      4822741           32 mlx5_comp0
  2 539            0      8858218      4444220           33 mlx5_comp1
  3 540            0      9506182      4524513           34 mlx5_comp2
  4 541            0      9149394      4549672           35 mlx5_comp3
  5 542            0      8892553      4669453           36 mlx5_comp4
  6 543            0      9339599      4749853           37 mlx5_comp5
  7 544            0      9106488      4577644           38 mlx5_comp6
  8 545            0      9052277      4427265           39 mlx5_comp7
total            127     73560988     36765361
