idx irq        fired       rxpkts       txpkts         cpus name
  0 327        16966            0            0         0-31 mlx5_async0
  1 328       337397      7097838      3946687           32 mlx5_comp0
  2 539       283323      7295895      3196140           33 mlx5_comp1
  3 540       294103      6994976      3422221           34 mlx5_comp2
  4 541       315355      7791842      3335034           35 mlx5_comp3
  5 542       313195      6397572      3633661           36 mlx5_comp4
  6 543       267969      7318863      4082809           37 mlx5_comp5
  7 544       297642      7033372      3475201           38 mlx5_comp6
  8 545       304736      7266553      3487885           39 mlx5_comp7
total        2430686     57196911     28579638
