idx irq        fired       rxpkts       txpkts         cpus name
  0 327          199            0            0         0-31 mlx5_async0
  1 328          679      4557923      2252152           32 mlx5_comp0
  2 529          743      4380121      2249322           33 mlx5_comp1
  3 530          679      4586124      2249719           34 mlx5_comp2
  4 531          821      4452418      2272094           35 mlx5_comp3
  5 532          652      4638545      2242517           36 mlx5_comp4
  6 533          554      4412681      2240497           37 mlx5_comp5
  7 534          759      4699957      2261448           38 mlx5_comp6
  8 535          614      4360542      2257985           39 mlx5_comp7
total           5700     36088311     18025734
