idx irq        fired       rxpkts       txpkts         cpus name
  0 317          507            0            0        32-63 mlx5_async0
  1 318         1027      6404253      2914909           16 mlx5_comp0
  2 341         1549      7523301      3800572           17 mlx5_comp1
  3 342         1646      7595846      3751439           18 mlx5_comp2
  4 343         1894      7719221      3852385           19 mlx5_comp3
  5 344          918      7742055      3872250           20 mlx5_comp4
  6 345         1677      5838154      3610299           21 mlx5_comp5
  7 346         1563      7222632      3879894           22 mlx5_comp6
  8 347         1560      7764430      3202608           23 mlx5_comp7
total          12341     57809892     28884356
