idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            0      3013515      1499842           32 mlx5_comp0
  2 539           10      2992738      1502862           33 mlx5_comp1
  3 540            3      3013980      1493159           34 mlx5_comp2
  4 541           93      2973452      1488683           35 mlx5_comp3
  5 542            2      2925341      1496651           36 mlx5_comp4
  6 543           21      3068100      1462399           37 mlx5_comp5
  7 544            2      3121984      1532645           38 mlx5_comp6
  8 545            6      2998887      1556102           39 mlx5_comp7
total            265     24107997     12032343
