idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29105            0            0         0-31 mlx5_async0
  1 328       395879      3023077      1503666           32 mlx5_comp0
  2 539       390320      2889311      1505618           33 mlx5_comp1
  3 540       370936      3227521      1484368           34 mlx5_comp2
  4 541       378735      2969570      1522333           35 mlx5_comp3
  5 542       379017      3038681      1493337           36 mlx5_comp4
  6 543       390429      2947041      1504247           37 mlx5_comp5
  7 544       369207      3019233      1505161           38 mlx5_comp6
  8 545       372231      2959000      1508285           39 mlx5_comp7
total        3075859     24073434     12027015
