idx irq        fired       rxpkts       txpkts         cpus name
  0 327          151            0            0         0-31 mlx5_async0
  1 328          213      7814477      3804204           32 mlx5_comp0
  2 539          298      7672278      3617737           33 mlx5_comp1
  3 540          262      7528680      3866244           34 mlx5_comp2
  4 541          291      7135056      3765243           35 mlx5_comp3
  5 542          282      7888446      3670693           36 mlx5_comp4
  6 543          334      7685604      3682084           37 mlx5_comp5
  7 544          251      7196555      3724183           38 mlx5_comp6
  8 545          307      7181013      3907258           39 mlx5_comp7
total           2389     60102109     30037646
