idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      3032339      1438586           32 mlx5_comp0
  2 539            0      2876648      1562034           33 mlx5_comp1
  3 540            0      3125876      1502646           34 mlx5_comp2
  4 541            0      3011048      1619045           35 mlx5_comp3
  5 542            0      3241617      1514458           36 mlx5_comp4
  6 543            0      2881482      1441845           37 mlx5_comp5
  7 544            0      2887417      1508799           38 mlx5_comp6
  8 545            0      3019201      1438079           39 mlx5_comp7
total            127     24075628     12025492
