idx irq        fired       rxpkts       txpkts         cpus name
  0 327          156            0            0         0-31 mlx5_async0
  1 328          325      5726122      3005431           32 mlx5_comp0
  2 539          338      6387204      3053032           33 mlx5_comp1
  3 540          327      5908347      3045282           34 mlx5_comp2
  4 541          293      6113755      3017559           35 mlx5_comp3
  5 542          303      6024835      2974147           36 mlx5_comp4
  6 543          328      6023841      2983866           37 mlx5_comp5
  7 544          311      5838137      2976507           38 mlx5_comp6
  8 545          343      6048534      2974902           39 mlx5_comp7
total           2724     48070775     24030726
