idx irq        fired       rxpkts       txpkts         cpus name
  0 327        27094            0            0         0-31 mlx5_async0
  1 328       342860      4598929      2231694           32 mlx5_comp0
  2 539       354982      4584285      2246563           33 mlx5_comp1
  3 540       348419      4563575      2263249           34 mlx5_comp2
  4 541       334118      4429940      2266240           35 mlx5_comp3
  5 542       342567      4414583      2259787           36 mlx5_comp4
  6 543       360419      4522202      2244532           37 mlx5_comp5
  7 544       355831      4589539      2254739           38 mlx5_comp6
  8 545       350016      4398823      2267739           39 mlx5_comp7
total        2816306     36101876     18034543
