idx irq        fired       rxpkts       txpkts         cpus name
  0 327          159            0            0         0-31 mlx5_async0
  1 328          391      2947487      1488115           32 mlx5_comp0
  2 539          411      2946453      1492916           33 mlx5_comp1
  3 540          426      3091541      1528334           34 mlx5_comp2
  4 541          375      2963934      1499767           35 mlx5_comp3
  5 542          411      3332176      1567672           36 mlx5_comp4
  6 543          381      2991854      1501509           37 mlx5_comp5
  7 544          419      2868479      1465294           38 mlx5_comp6
  8 545          386      2933013      1480553           39 mlx5_comp7
total           3359     24074937     12024160
