idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            0      6078503      2889914           32 mlx5_comp0
  2 539            8      6141598      3020189           33 mlx5_comp1
  3 540           11      6016025      3013689           34 mlx5_comp2
  4 541           93      6016004      3010946           35 mlx5_comp3
  5 542            3      5781966      3012917           36 mlx5_comp4
  6 543           30      6006591      3027778           37 mlx5_comp5
  7 544           16      6079691      3027929           38 mlx5_comp6
  8 545           17      5964049      3028907           39 mlx5_comp7
total            307     48084427     24032269
