idx irq        fired       rxpkts       txpkts         cpus name
  0 327          187            0            0         0-31 mlx5_async0
  1 328          637      7704646      3622839           32 mlx5_comp0
  2 539          583      7637329      3854746           33 mlx5_comp1
  3 540          591      7522184      3828405           34 mlx5_comp2
  4 541          387      7753193      3644686           35 mlx5_comp3
  5 542          584      7716700      3733413           36 mlx5_comp4
  6 543          473      7294707      3817249           37 mlx5_comp5
  7 544          575      7047179      3788815           38 mlx5_comp6
  8 545          541      7417990      3754712           39 mlx5_comp7
total           4558     60093928     30044865
