idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           10      6577514      4315089           32 mlx5_comp0
  2 539            8      8348857      3285459           33 mlx5_comp1
  3 540            9      6106459      3771419           34 mlx5_comp2
  4 541          123      9320404      4662987           35 mlx5_comp3
  5 542            6      8484871      2965752           36 mlx5_comp4
  6 543           37      7091938      4184273           37 mlx5_comp5
  7 544           18      7547077      3546218           38 mlx5_comp6
  8 545           29      9180875      4589972           39 mlx5_comp7
total            369     62657995     31321169
