idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           41      8031740      3676507           32 mlx5_comp0
  2 539           20      7447330      3778496           33 mlx5_comp1
  3 540           13      7560450      3938261           34 mlx5_comp2
  4 541            6      7353502      3418210           35 mlx5_comp3
  5 542            3      7560331      3695481           36 mlx5_comp4
  6 543           14      7393936      3779812           37 mlx5_comp5
  7 544           10      7878945      4016940           38 mlx5_comp6
  8 545           88      6833564      3723787           39 mlx5_comp7
total            322     60059798     30027494
