idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9973759      4899650           32 mlx5_comp0
  2 539            0      9180126      4438364           33 mlx5_comp1
  3 540            0      9804153      4983493           34 mlx5_comp2
  4 541            0      9247076      4535861           35 mlx5_comp3
  5 542            0      8877958      4766041           36 mlx5_comp4
  6 543            0      9530860      4896916           37 mlx5_comp5
  7 544            0      9074867      4626815           38 mlx5_comp6
  8 545            0      9794986      4588777           39 mlx5_comp7
total            127     75483785     37735917
