idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            3      7572135      3758094           32 mlx5_comp0
  2 539            5      7151768      3759328           33 mlx5_comp1
  3 540           12      7574259      3807861           34 mlx5_comp2
  4 541          108      7759398      3770478           35 mlx5_comp3
  5 542           10      7417009      3756514           36 mlx5_comp4
  6 543           26      7531008      3711255           37 mlx5_comp5
  7 544            6      7547973      3694787           38 mlx5_comp6
  8 545           10      7525713      3771698           39 mlx5_comp7
total            308     60079263     30030015
