idx irq        fired       rxpkts       txpkts         cpus name
  0 327          161            0            0         0-31 mlx5_async0
  1 328          357      8105134      3741801           32 mlx5_comp0
  2 539          339      6961728      3124269           33 mlx5_comp1
  3 540          321      7422439      2960413           34 mlx5_comp2
  4 541          350      5929966      4043168           35 mlx5_comp3
  5 542          306      8006325      3710472           36 mlx5_comp4
  6 543          319      6249993      4004112           37 mlx5_comp5
  7 544          337      5913312      3485425           38 mlx5_comp6
  8 545          311      7478181      2965263           39 mlx5_comp7
total           2801     56067078     28034923
