idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7908039      3836154           32 mlx5_comp0
  2 539            0      7328171      3788996           33 mlx5_comp1
  3 540            0      7003784      3860766           34 mlx5_comp2
  4 541            0      7675816      3803147           35 mlx5_comp3
  5 542            0      7606336      3502141           36 mlx5_comp4
  6 543            0      7723611      3953764           37 mlx5_comp5
  7 544            0      7579193      3620128           38 mlx5_comp6
  8 545            0      7239243      3665005           39 mlx5_comp7
total            127     60064193     30030101
