idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            6      6180795      3090291           32 mlx5_comp0
  2 539            7      5836018      3101588           33 mlx5_comp1
  3 540            3      6209370      2854164           34 mlx5_comp2
  4 541           76      5704456      2915472           35 mlx5_comp3
  5 542            1      6186058      2967621           36 mlx5_comp4
  6 543           29      6102395      3081258           37 mlx5_comp5
  7 544            3      6186118      2939622           38 mlx5_comp6
  8 545            9      5698477      3083900           39 mlx5_comp7
total            263     48103687     24033916
