idx irq        fired       rxpkts       txpkts         cpus name
  0 327        18663            0            0         0-31 mlx5_async0
  1 328       294214      5741903      3097442           32 mlx5_comp0
  2 539       302991      6194861      3008152           33 mlx5_comp1
  3 540       296744      5827801      3035007           34 mlx5_comp2
  4 541       298880      5660447      3100376           35 mlx5_comp3
  5 542       313759      6271508      3025151           36 mlx5_comp4
  6 543       308759      6236131      2941763           37 mlx5_comp5
  7 544       308696      6013691      2932000           38 mlx5_comp6
  8 545       311790      6149817      2902826           39 mlx5_comp7
total        2454496     48096159     24042717
