idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           18      9792380      4647716           32 mlx5_comp0
  2 539           42      9148247      4896165           33 mlx5_comp1
  3 540           20      9276265      4575700           34 mlx5_comp2
  4 541           10      8857124      4435567           35 mlx5_comp3
  5 542           23      9681941      4841634           36 mlx5_comp4
  6 543            7      9296090      4641506           37 mlx5_comp5
  7 544           18      8870471      4427309           38 mlx5_comp6
  8 545           31      9280145      4639079           39 mlx5_comp7
total            299     74202663     37104676
