idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7508503      3854471           32 mlx5_comp0
  2 539            0      7546804      3609530           33 mlx5_comp1
  3 540            0      7220625      3734009           34 mlx5_comp2
  4 541            0      7643125      3755021           35 mlx5_comp3
  5 542            0      7523687      3841726           36 mlx5_comp4
  6 543            0      7679822      3777906           37 mlx5_comp5
  7 544            0      7257112      3828804           38 mlx5_comp6
  8 545            0      7705281      3639708           39 mlx5_comp7
total            127     60084959     30041175
