idx irq        fired       rxpkts       txpkts         cpus name
  0 317          497            0            0        32-63 mlx5_async0
  1 318          872      7142312      3201200           16 mlx5_comp0
  2 341         1350      6631961      3204103           17 mlx5_comp1
  3 342         1310      7668260      3838918           18 mlx5_comp2
  4 343         1281      6920827      3568781           19 mlx5_comp3
  5 344         1280      6543608      3576920           20 mlx5_comp4
  6 345         1155      6673426      3176416           21 mlx5_comp5
  7 346         1165      6261875      3657824           22 mlx5_comp6
  8 347         1277      7589353      3478133           23 mlx5_comp7
total          10187     55431622     27702295
