idx irq        fired       rxpkts       txpkts         cpus name
  0 317          370            0            0        32-63 mlx5_async0
  1 318           76      2858704      1541455           16 mlx5_comp0
  2 341           18      3132053      1448735           17 mlx5_comp1
  3 342            3      3002679      1452327           18 mlx5_comp2
  4 343            0      3008502      1507715           19 mlx5_comp3
  5 344           81      3181871      1444201           20 mlx5_comp4
  6 345           15      2870765      1548847           21 mlx5_comp5
  7 346            0      2965894      1495264           22 mlx5_comp6
  8 347            4      3129474      1590280           23 mlx5_comp7
total            567     24149942     12028824
