idx irq        fired       rxpkts       txpkts         cpus name
  0 327         9804            0            0         0-31 mlx5_async0
  1 328       288127      6255368      4112676           32 mlx5_comp0
  2 539       290381      8331613      4638430           33 mlx5_comp1
  3 540       294504      6173341      3392460           34 mlx5_comp2
  4 541       287646      9278838      3622828           35 mlx5_comp3
  5 542       313177      6782382      3127610           36 mlx5_comp4
  6 543       307541      7139439      3087342           37 mlx5_comp5
  7 544       264829      9065570      4533006           38 mlx5_comp6
  8 545       261370      8792328      4397584           39 mlx5_comp7
total        2317379     61818879     30911936
