idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            5      4594467      2233964           32 mlx5_comp0
  2 539           18      4588569      2224629           33 mlx5_comp1
  3 540            3      4338394      2243498           34 mlx5_comp2
  4 541          115      4418094      2242851           35 mlx5_comp3
  5 542            8      4523272      2249733           36 mlx5_comp4
  6 543           17      4547920      2275162           37 mlx5_comp5
  7 544           13      4446669      2285353           38 mlx5_comp6
  8 545           10      4610909      2269384           39 mlx5_comp7
total            316     36068294     18024574
