idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            0      3145937      1532589           32 mlx5_comp0
  2 539           10      2973609      1518941           33 mlx5_comp1
  3 540            6      2983464      1515409           34 mlx5_comp2
  4 541          107      3009585      1473395           35 mlx5_comp3
  5 542            1      3175333      1531686           36 mlx5_comp4
  6 543           16      3025098      1465448           37 mlx5_comp5
  7 544            0      2901009      1482467           38 mlx5_comp6
  8 545           11      2885233      1504388           39 mlx5_comp7
total            280     24099268     12024323
