idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4391161      2336033           32 mlx5_comp0
  2 539            7      4503812      2142979           33 mlx5_comp1
  3 540            5      4400420      2324086           34 mlx5_comp2
  4 541           81      4698789      2296105           35 mlx5_comp3
  5 542            4      4704827      2168436           36 mlx5_comp4
  6 543           21      4737790      2207119           37 mlx5_comp5
  7 544            0      4216901      2248618           38 mlx5_comp6
  8 545            3      4429124      2299434           39 mlx5_comp7
total            248     36082824     18022810
