idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328            1      5963716      8423756           32 mlx5_comp0
  2 539            7      8088659      3079132           33 mlx5_comp1
  3 540            8     16849290      2103868           34 mlx5_comp2
  4 541          105      4346697      5713059           35 mlx5_comp3
  5 542           14      8250594      4043972           36 mlx5_comp4
  6 543           41      9669793      2053172           37 mlx5_comp5
  7 544           15      6159361      4129816           38 mlx5_comp6
  8 545           14      7693773      3965802           39 mlx5_comp7
total            335     67021883     33512577
