idx irq        fired       rxpkts       txpkts         cpus name
  0 327          207            0            0         0-31 mlx5_async0
  1 328         1130      3023061      1510359           32 mlx5_comp0
  2 539          931      2924207      1517987           33 mlx5_comp1
  3 540          978      3084204      1515944           34 mlx5_comp2
  4 541          486      2911049      1508172           35 mlx5_comp3
  5 542          971      3149457      1492740           36 mlx5_comp4
  6 543          736      2986574      1495290           37 mlx5_comp5
  7 544          970      3109952      1495919           38 mlx5_comp6
  8 545          867      2926776      1495087           39 mlx5_comp7
total           7276     24115280     12031498
