idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      1527990       710302           32 mlx5_comp0
  2 539            0      1606775       716959           33 mlx5_comp1
  3 540            0      1429784       797558           34 mlx5_comp2
  4 541            0      1487405       799371           35 mlx5_comp3
  5 542            0      1489577       752851           36 mlx5_comp4
  6 543            0      1509751       741248           37 mlx5_comp5
  7 544            0      1602546       744086           38 mlx5_comp6
  8 545            0      1440126       757785           39 mlx5_comp7
total            127     12093954      6020160
