idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29748            0            0         0-31 mlx5_async0
  1 328       387244      3110696      1474533           32 mlx5_comp0
  2 539       376743      3063105      1490872           33 mlx5_comp1
  3 540       391541      2890044      1508358           34 mlx5_comp2
  4 541       396765      2852675      1486889           35 mlx5_comp3
  5 542       390725      3034607      1516618           36 mlx5_comp4
  6 543       370728      2945001      1518184           37 mlx5_comp5
  7 544       392999      3280106      1488533           38 mlx5_comp6
  8 545       383768      2934108      1536640           39 mlx5_comp7
total        3120261     24110342     12020627
