idx irq        fired       rxpkts       txpkts         cpus name
  0 327          194            0            0         0-31 mlx5_async0
  1 328          851      3155747      1438270           32 mlx5_comp0
  2 539          888      3154787      1502786           33 mlx5_comp1
  3 540         1032      2824356      1509100           34 mlx5_comp2
  4 541          933      2868104      1549024           35 mlx5_comp3
  5 542         1020      2957276      1443071           36 mlx5_comp4
  6 543         1012      3077640      1501464           37 mlx5_comp5
  7 544          978      3017842      1521428           38 mlx5_comp6
  8 545          708      3033231      1565781           39 mlx5_comp7
total           7616     24088983     12030924
