idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            4      4700658      2281794           32 mlx5_comp0
  2 539            5      4317544      2283245           33 mlx5_comp1
  3 540            3      4255116      2275867           34 mlx5_comp2
  4 541           77      4608161      2296664           35 mlx5_comp3
  5 542            3      4571302      2221880           36 mlx5_comp4
  6 543           14      4416061      2249071           37 mlx5_comp5
  7 544            3      4577384      2208328           38 mlx5_comp6
  8 545           10      4681751      2211387           39 mlx5_comp7
total            248     36127977     18028236
