idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            5      6121956      2983182           32 mlx5_comp0
  2 539           15      6071948      2969097           33 mlx5_comp1
  3 540           15      6126997      2997602           34 mlx5_comp2
  4 541           89      5767479      2960459           35 mlx5_comp3
  5 542           18      5989347      3018263           36 mlx5_comp4
  6 543           26      6001782      3019595           37 mlx5_comp5
  7 544           12      6164517      3045015           38 mlx5_comp6
  8 545           21      5811315      3029542           39 mlx5_comp7
total            329     48055341     24022755
