idx irq        fired       rxpkts       txpkts         cpus name
  0 327          184            0            0         0-31 mlx5_async0
  1 328          910      4391250      2246134           32 mlx5_comp0
  2 539          772      4734101      2269727           33 mlx5_comp1
  3 540          795      4430377      2237054           34 mlx5_comp2
  4 541          390      4523114      2271263           35 mlx5_comp3
  5 542          756      4704542      2281793           36 mlx5_comp4
  6 543          658      4329948      2237490           37 mlx5_comp5
  7 544          764      4749102      2265929           38 mlx5_comp6
  8 545          730      4227659      2217409           39 mlx5_comp7
total           5959     36090093     18026799
