idx irq        fired       rxpkts       txpkts         cpus name
  0 327        14903            0            0         0-31 mlx5_async0
  1 328       312509      5819308      3093350           32 mlx5_comp0
  2 539       304862      6248947      2957945           33 mlx5_comp1
  3 540       299470      5755449      3075781           34 mlx5_comp2
  4 541       303899      6079010      3032917           35 mlx5_comp3
  5 542       305587      6099616      2892016           36 mlx5_comp4
  6 543       300561      6224795      3067605           37 mlx5_comp5
  7 544       301743      5598154      3011095           38 mlx5_comp6
  8 545       301422      6248134      2903560           39 mlx5_comp7
total        2444956     48073413     24034269
