idx irq        fired       rxpkts       txpkts         cpus name
  0 327          169            0            0         0-31 mlx5_async0
  1 328          476      1510680       749968           32 mlx5_comp0
  2 539          522      1496175       751518           33 mlx5_comp1
  3 540          577      1464236       753386           34 mlx5_comp2
  4 541          576      1504657       752474           35 mlx5_comp3
  5 542          622      1502032       753683           36 mlx5_comp4
  6 543          542      1548368       752947           37 mlx5_comp5
  7 544          575      1520699       751630           38 mlx5_comp6
  8 545          418      1524104       755852           39 mlx5_comp7
total           4477     12070951      6021458
