idx irq        fired       rxpkts       txpkts         cpus name
  0 327          180            0            0         0-31 mlx5_async0
  1 328          640      1555183       717148           32 mlx5_comp0
  2 539          594      1512909       758617           33 mlx5_comp1
  3 540          656      1458855       746739           34 mlx5_comp2
  4 541          402      1482048       748178           35 mlx5_comp3
  5 542          622      1572669       772245           36 mlx5_comp4
  6 543          542      1553588       776895           37 mlx5_comp5
  7 544          648      1479343       752219           38 mlx5_comp6
  8 545          585      1478388       753157           39 mlx5_comp7
total           4869     12092983      6025198
