idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           14      1501746       754265           32 mlx5_comp0
  2 539           30      1506171       756440           33 mlx5_comp1
  3 540           12      1526826       756711           34 mlx5_comp2
  4 541           10      1447000       760615           35 mlx5_comp3
  5 542           26      1545118       746099           36 mlx5_comp4
  6 543           18      1539205       750909           37 mlx5_comp5
  7 544           12      1481704       745730           38 mlx5_comp6
  8 545           29      1523152       748961           39 mlx5_comp7
total            279     12070922      6019730
