idx irq        fired       rxpkts       txpkts         cpus name
  0 327          171            0            0         0-31 mlx5_async0
  1 328          601      9177965      4608052           32 mlx5_comp0
  2 539          503      9577281      4744869           33 mlx5_comp1
  3 540          573      9492247      4486814           34 mlx5_comp2
  4 541          640      9219034      4790647           35 mlx5_comp3
  5 542          580      9417650      4710709           36 mlx5_comp4
  6 543          612      8975590      4567846           37 mlx5_comp5
  7 544          603      9317591      4589823           38 mlx5_comp6
  8 545          519      9132827      4659330           39 mlx5_comp7
total           4802     74310185     37158090
