idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      3065985      1475579           32 mlx5_comp0
  2 539            0      2957613      1608706           33 mlx5_comp1
  3 540            0      3050188      1475575           34 mlx5_comp2
  4 541            0      3101065      1437425           35 mlx5_comp3
  5 542            0      2962465      1520422           36 mlx5_comp4
  6 543            0      2878486      1526509           37 mlx5_comp5
  7 544            0      2863907      1428135           38 mlx5_comp6
  8 545            0      3222787      1553747           39 mlx5_comp7
total            127     24102496     12026098
