idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      1506857       706199           32 mlx5_comp0
  2 539            0      1545416       789672           33 mlx5_comp1
  3 540            0      1468981       749370           34 mlx5_comp2
  4 541            0      1512939       756859           35 mlx5_comp3
  5 542            0      1562802       778078           36 mlx5_comp4
  6 543            0      1582567       730477           37 mlx5_comp5
  7 544            0      1506272       769420           38 mlx5_comp6
  8 545            0      1417786       747821           39 mlx5_comp7
total            127     12103620      6027896
