idx irq        fired       rxpkts       txpkts         cpus name
  0 327         9026            0            0         0-31 mlx5_async0
  1 328       311727      7447734      2974075           32 mlx5_comp0
  2 539       308555      7895717      3213591           33 mlx5_comp1
  3 540       309529     10092915      3377919           34 mlx5_comp2
  4 541       281035      6422561      5044856           35 mlx5_comp3
  5 542       274397      6758857      3819392           36 mlx5_comp4
  6 543       282605      7638154      3946551           37 mlx5_comp5
  7 544       280837      8432026      3720214           38 mlx5_comp6
  8 545       284129      5950051      4214486           39 mlx5_comp7
total        2341840     60638015     30311084
