idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      5945851      3123604           32 mlx5_comp0
  2 539            0      6118032      3039485           33 mlx5_comp1
  3 540            0      5957172      3057146           34 mlx5_comp2
  4 541            0      6242902      2935436           35 mlx5_comp3
  5 542            0      6306659      3004570           36 mlx5_comp4
  6 543            0      5754999      2912302           37 mlx5_comp5
  7 544            0      5860840      2994395           38 mlx5_comp6
  8 545            0      5872779      2953902           39 mlx5_comp7
total            127     48059234     24020840
