idx irq        fired       rxpkts       txpkts         cpus name
  0 327          174            0            0         0-31 mlx5_async0
  1 328          567      4700918      2277339           32 mlx5_comp0
  2 539          639      4554012      2264906           33 mlx5_comp1
  3 540          664      4382468      2250237           34 mlx5_comp2
  4 541          612      4393417      2234672           35 mlx5_comp3
  5 542          745      4551982      2256205           36 mlx5_comp4
  6 543          605      4470985      2254460           37 mlx5_comp5
  7 544          671      4315546      2229342           38 mlx5_comp6
  8 545          427      4707262      2267625           39 mlx5_comp7
total           5104     36076590     18034786
