idx irq        fired       rxpkts       txpkts         cpus name
  0 327          178            0            0         0-31 mlx5_async0
  1 328          516      3129998      1514285           32 mlx5_comp0
  2 539          571      2866069      1495057           33 mlx5_comp1
  3 540          585      3153748      1515849           34 mlx5_comp2
  4 541          572      2905547      1503307           35 mlx5_comp3
  5 542          662      2972220      1485655           36 mlx5_comp4
  6 543          620      3009087      1505044           37 mlx5_comp5
  7 544          658      2957752      1488272           38 mlx5_comp6
  8 545          448      3072969      1509664           39 mlx5_comp7
total           4810     24067390     12017133
