idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9709025      4930503           32 mlx5_comp0
  2 539            0      9188332      4670741           33 mlx5_comp1
  3 540            0      9339425      4693690           34 mlx5_comp2
  4 541            0      9861641      4854609           35 mlx5_comp3
  5 542            0      9536799      4833001           36 mlx5_comp4
  6 543            0      9666298      4596039           37 mlx5_comp5
  7 544            0      9451490      4769073           38 mlx5_comp6
  8 545            0      9384394      4725704           39 mlx5_comp7
total            127     76137404     38073360
