idx irq        fired       rxpkts       txpkts         cpus name
  0 327          146            0            0         0-31 mlx5_async0
  1 328            0      4711403      2241794           32 mlx5_comp0
  2 539            1      4526347      2241152           33 mlx5_comp1
  3 540            1      4538577      2177131           34 mlx5_comp2
  4 541           99      4351091      2260842           35 mlx5_comp3
  5 542           12      4423523      2275767           36 mlx5_comp4
  6 543           25      4485985      2269523           37 mlx5_comp5
  7 544            1      4591252      2341738           38 mlx5_comp6
  8 545           12      4472679      2222053           39 mlx5_comp7
total            297     36100857     18030000
