idx irq        fired       rxpkts       txpkts         cpus name
  0 327        46801            0            0         0-31 mlx5_async0
  1 328       549615      1490340       763692           32 mlx5_comp0
  2 539       522992      1527800       751644           33 mlx5_comp1
  3 540       560805      1493494       756234           34 mlx5_comp2
  4 541       504179      1561562       756076           35 mlx5_comp3
  5 542       537378      1539354       745771           36 mlx5_comp4
  6 543       529935      1545750       752666           37 mlx5_comp5
  7 544       550256      1448165       755384           38 mlx5_comp6
  8 545       573989      1479799       742278           39 mlx5_comp7
total        4375950     12086264      6023745
