idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29627            0            0         0-31 mlx5_async0
  1 328       365764      2887811      1342407           32 mlx5_comp0
  2 539       390296      3092076      1483522           33 mlx5_comp1
  3 540       383094      3030516      1509346           34 mlx5_comp2
  4 541       403530      2873654      1520290           35 mlx5_comp3
  5 542       391761      3117034      1525776           36 mlx5_comp4
  6 543       374778      3000851      1550584           37 mlx5_comp5
  7 544       400533      3008234      1543153           38 mlx5_comp6
  8 545       383374      3057702      1543724           39 mlx5_comp7
total        3122757     24067878     12018802
