idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           23      7723777      3686315           32 mlx5_comp0
  2 539           37      7165226      3636725           33 mlx5_comp1
  3 540           34      7743173      3898271           34 mlx5_comp2
  4 541           10      7375286      3583678           35 mlx5_comp3
  5 542           23      7796389      3739479           36 mlx5_comp4
  6 543           17      7275167      3748445           37 mlx5_comp5
  7 544           19      7479847      3861436           38 mlx5_comp6
  8 545           32      7496649      3871866           39 mlx5_comp7
total            322     60055514     30026215
