idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50615            0            0         0-31 mlx5_async0
  1 328       590803      1432663       754033           32 mlx5_comp0
  2 539       551268      1511736       746191           33 mlx5_comp1
  3 540       627376      1444179       736698           34 mlx5_comp2
  4 541       541898      1638646       753103           35 mlx5_comp3
  5 542       583951      1491637       767160           36 mlx5_comp4
  6 543       595776      1453521       753065           37 mlx5_comp5
  7 544       573690      1519624       747506           38 mlx5_comp6
  8 545       558321      1583677       762955           39 mlx5_comp7
total        4673698     12075683      6020711
