idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4798450      2162214           32 mlx5_comp0
  2 539            0      4399353      2216061           33 mlx5_comp1
  3 540            0      4535625      2264339           34 mlx5_comp2
  4 541            0      4321284      2206740           35 mlx5_comp3
  5 542            0      4641906      2265870           36 mlx5_comp4
  6 543            0      4415303      2197081           37 mlx5_comp5
  7 544            0      4537559      2318665           38 mlx5_comp6
  8 545            0      4436234      2394310           39 mlx5_comp7
total            127     36085714     18025280
